State,State Code,Local Government,LGA Code,Ward,Ward Code,Polling Unit,PU Code,Full Polling Unit Code,Senatorial District,House of Representatives
Ogun,27,Ifo,07,Ososun,08,Agbegise,007,27/07/08/007,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,Oyero Village,008,27/07/08/008,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,Sch. Prem Oluke,009,27/07/08/009,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,Rate Office Ijoko  I,010,27/07/08/010,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,Rate Office Ijoko  Ii,011,27/07/08/011,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,Olayemi Pry. School,012,27/07/08/012,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,Sch. Prem Alaja,013,27/07/08/013,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,Sch. Prem. Kajola,014,27/07/08/014,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,Lerin Village,015,27/07/08/015,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,Sonekan Village,016,27/07/08/016,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,Demokula,017,27/07/08/017,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,"Open Space Itesiwaju Junction, Ajayi Oyero",018,27/07/08/018,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,"Open Space Tee Junction Egan Community, Off Oyero Road",019,27/07/08/019,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,"Front Of Lisa Health Centre, Lisa Town",020,27/07/08/020,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,"Open Space Oluwalogbon Junction, Onipetesi Ijoko",021,27/07/08/021,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,"Open Space Agbagi, Off Gas-Line, Ososun",022,27/07/08/022,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,"Balogun Tuntun Market, Gas-Line",023,27/07/08/023,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,"Open Space Gas Line Junction, Yemco Blocks",024,27/07/08/024,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,Community Pry Sch Kajola Orile,025,27/07/08/025,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,"Fadama Market, Solu Town",026,27/07/08/026,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,"Open Space Shonde, Shonde Town Via Oluke",027,27/07/08/027,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,"Open Space Oloko Junction, Fadunsi Ijoko",028,27/07/08/028,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,"Papa Oko Junction, Okungbolu",029,27/07/08/029,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,Open Space Market Square Lisa,030,27/07/08/030,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,"Town Hall Ayegbe, Via Lisa",031,27/07/08/031,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,"Arugudu Community Town Hall, Arugudu Town",032,27/07/08/032,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,"Open Space Onireke Health Center, Onireke",033,27/07/08/033,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,"Arepo Community Pry School, Arepo Town",034,27/07/08/034,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,"Open Space Baba Monday Junction, Arepo Road",035,27/07/08/035,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,Olorunda Model Market Oyero,036,27/07/08/036,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,"Open Space Awure Town Hall, Awure",037,27/07/08/037,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,"Tofunmi Junction Daniel Estate, Ijoko Road",038,27/07/08/038,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,"Open Space Ojualale Road Near Yidi Playing Ground, Ojualale",039,27/07/08/039,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,Open Space Oke Alafia Junction Megi,040,27/07/08/040,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,Open Space Lajegun/Seriki Olorunda Junction,041,27/07/08/041,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,Open Space Akintoye Junction Oloparun,042,27/07/08/042,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,"Local Government Pry.Sch, Ifote",043,27/07/08/043,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,Open Space Near Transformer Igbo Elerin Town,044,27/07/08/044,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,"Open Space Antenna Junction Near Transformer, Oyero Town",045,27/07/08/045,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,"Open Space Shotande Junction, Ebiti Farowa Oke Ebiti",046,27/07/08/046,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,Open Space Olokemeji Sawmill,047,27/07/08/047,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,"Open Space Powerline Junction, Ososun",048,27/07/08/048,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ososun,08,"Open Space Odo Babakudi Arifa Junction, Fadunsin",049,27/07/08/049,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Sunren,09,Ang. School Sunren,001,27/07/09/001,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Sunren,09,School Prem Apode,002,27/07/09/002,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Sunren,09,School Prem. Isola,003,27/07/09/003,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Sunren,09,School Prem. Oba Oke,004,27/07/09/004,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Sunren,09,Obasa Market,005,27/07/09/005,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Sunren,09,Loki Village,006,27/07/09/006,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Sunren,09,Yanbi Village,007,27/07/09/007,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Sunren,09,Olorunsogo,008,27/07/09/008,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Sunren,09,Community Pry Sch Olorunsogo,009,27/07/09/009,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Sunren,09,Open Space Lerin Junction Ikereku Lerin,010,27/07/09/010,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Sunren,09,Open Space Town Hall  Ijoko Lafun,011,27/07/09/011,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,Oke Oji  I,001,27/07/10/001,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,Oke Oji  Ii,002,27/07/10/002,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,"Sch. Prem. Farm Settlement  I
Salu Army Coker",003,27/07/10/003,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,Salu Army Coker,004,27/07/10/004,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,Sch. Prem. Ilepa  I,005,27/07/10/005,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,Sch. Prem. Ilepa  Ii,006,27/07/10/006,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,Sch. Prem. Ilepa  Iii,007,27/07/10/007,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,Odusango,008,27/07/10/008,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,Abule Oke,009,27/07/10/009,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,Olowo Village,010,27/07/10/010,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,Farm Settlement,011,27/07/10/011,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,Open Space Boluwatife Market Ilupeju Ifo,012,27/07/10/012,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,"Igbusi Comprehensive High Sch , Igbusi, Ifo",013,27/07/10/013,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,Fire Camp. Junction Ilepa,014,27/07/10/014,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,Community Pry School Ogungbade,015,27/07/10/015,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,Health Centre Fadama Ogungbade,016,27/07/10/016,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,Open Space Human Right Onihale Ifo,017,27/07/10/017,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,Open Space Sawmil Ilepa 2,018,27/07/10/018,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,Community Pry. School Ayede Ifo,019,27/07/10/019,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,Pakoto Pry. School Pakota Ifo,020,27/07/10/020,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,Open Space Kasumu Ogunremi Junction Ojusango,021,27/07/10/021,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,Ilepa Community Town Hall Ilepa,022,27/07/10/022,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,High Court Junction Oko Ireke Ifo,023,27/07/10/023,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,Open Space Coker Garage Coker,024,27/07/10/024,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,Open Space Jambu Junction. Coker,025,27/07/10/025,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,Open Space Babs Sorinola Mogboro,026,27/07/10/026,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,United Anglican Pry.School Ogan Coker,027,27/07/10/027,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,"Open Space Seven Days Adventist Junction, Pakoto",028,27/07/10/028,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,Open Space Idi Kanga Junction Pakoto,029,27/07/10/029,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,Open Space Orisunbare Junction Iyana Cele,030,27/07/10/030,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,Open Space New World Estate Junction,031,27/07/10/031,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,Open Space Akwa Junction Itesiwaju,032,27/07/10/032,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,Open Space Lukmon Ayena Junction Opp. Ridwanullai Mosque Ayena,033,27/07/10/033,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,Open Space Igbusi Eleshin Junction Igbusi,034,27/07/10/034,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,Open Space Igbusi Abule Junction Igbusi,035,27/07/10/035,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,Open Space Abule Igbusi Road Along Ilogbo,036,27/07/10/036,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,Open Space Yah Lateef Junction Agoro,037,27/07/10/037,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,Open Space Bosun Junction Bosun,038,27/07/10/038,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,Open Space Imran Olainukan Junction Ogan Tuntun,039,27/07/10/039,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,Open Space Ifeoluwa/Ansarul-Haq Junction Ogan Tuntun,040,27/07/10/040,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Coker,10,Onihale Community Pry.School Onihale,041,27/07/10/041,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ibogun,11,Akinsinde  I,001,27/07/11/001,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ibogun,11,Akinsinde  Ii,002,27/07/11/002,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ibogun,11,St. Davis Sch. Sowunmi I,003,27/07/11/003,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ibogun,11,St. Davis Sch. Sowunmi Ii,004,27/07/11/004,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ibogun,11,Sch. Prem. Sowunmi  I,005,27/07/11/005,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ibogun,11,Sch. Prem. Sowunmi  Ii,006,27/07/11/006,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ibogun,11,A/C Sch. Oderinlo  I,007,27/07/11/007,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ibogun,11,A/C Sch. Oderinlo  Ii,008,27/07/11/008,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ibogun,11,Oloparun Village  I,009,27/07/11/009,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ibogun,11,Oloparun Village  Ii,010,27/07/11/010,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ibogun,11,Sogunje,011,27/07/11/011,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ibogun,11,Alapako Oke,012,27/07/11/012,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ibogun,11,Olaogun  I,013,27/07/11/013,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ibogun,11,Olaogun  Ii,014,27/07/11/014,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ibogun,11,Olaogun  Iii,015,27/07/11/015,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ibogun,11,Emmanuel Anglican School Odejimi Ibogun,016,27/07/11/016,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ibogun,11,Open Space Opp Balogun Palace Ibogun,017,27/07/11/017,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ibogun,11,Open Space Opo Junction Ibogun,018,27/07/11/018,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ibogun,11,Open Space Omitoro Ibogun,019,27/07/11/019,Ogun Central,Ifo/Ewekoro
Ogun,27,Ifo,07,Ibogun,11,Open Space Akiode Cassava Processor Ibogun,020,27/07/11/020,Ogun Central,Ifo/Ewekoro
Ogun,27,Ijebu East,08,Ijebu Mushin I,01,Odosegbonrin/Itamatun,001,27/08/01/001,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Mushin I,01,Idona Central,002,27/08/01/002,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Mushin I,01,St. Peters Clever Pry. Sch.,003,27/08/01/003,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Mushin I,01,Ewuren Square,004,27/08/01/004,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Mushin I,01,Local Govt. Pry. School,005,27/08/01/005,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Mushin I,01,St. Andrews Sch. Imuwen  I,006,27/08/01/006,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Mushin I,01,St. Andrews Sch. Imuwen  Ii,007,27/08/01/007,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Mushin I,01,Federal Technical Ita Mogiri,008,27/08/01/008,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Mushin I,01,Esure Junction,009,27/08/01/009,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Mushin I,01,Ehinade Comm. Pry Sch. Idomodu,010,27/08/01/010,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Mushin I,01,Open Space At S.T. Road Square,011,27/08/01/011,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Mushin I,01,"Moslem Pry. Sch, Esure",012,27/08/01/012,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Mushin Ii,02,Mushin Market Square,001,27/08/02/001,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Mushin Ii,02,St. Mary'S Pry Okepo I,002,27/08/02/002,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Mushin Ii,02,St. Mary'S Pry Okepo  Ii,003,27/08/02/003,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Mushin Ii,02,"L.G. School, Kokunesere",004,27/08/02/004,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Mushin Ii,02,Near Health Centre Ilodo,005,27/08/02/005,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Mushin Ii,02,Ajebo United Pry. Sch. Ikala  -  006,006,27/08/02/006,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Mushin Ii,02,Open Space Infornt Of Jejeniwa'S House,007,27/08/02/007,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Mushin Ii,02,Tojoro Junction,008,27/08/02/008,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Mushin Ii,02,St. Mary'S Sch. Extension,009,27/08/02/009,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Mushin Ii,02,Idokunusi Centre,010,27/08/02/010,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Mushin Ii,02,Frontage Of Adesanya'S House Ilagunjo,011,27/08/02/011,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Mushin Ii,02,Imushin Health Center,012,27/08/02/012,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Mushin Ii,02,Idokunusi Town Hall,013,27/08/02/013,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Ife I,03,Itako Square,001,27/08/03/001,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Ife I,03,"St. Louis Cath. Pry., Sch. Ife.",002,27/08/03/002,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Ife I,03,Itunmodu Square,003,27/08/03/003,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Ife I,03,Ang. Pry Sch. Ijebu-Ife,004,27/08/03/004,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Ife I,03,Baptist School Ii Ijebu Ife,005,27/08/03/005,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Ife I,03,Moborode,006,27/08/03/006,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Ife I,03,Odoladalepo Square,007,27/08/03/007,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Ife I,03,Irowo Square,008,27/08/03/008,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Ife I,03,Itoro/Odata Square,009,27/08/03/009,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Ife I,03,Igbodu,010,27/08/03/010,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Ife I,03,Beside Obada Market,011,27/08/03/011,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Ife I,03,Itako Oluweri Square,012,27/08/03/012,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Ife I,03,Baptist School Ii Extension,013,27/08/03/013,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Ife I,03,Moborode Square,014,27/08/03/014,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Ife Ii,04,"Town Hall Ijebu, Ife  I",001,27/08/04/001,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Ife Ii,04,"Town Hall Ijebu, Ife  Ii",002,27/08/04/002,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Ife Ii,04,Court Hall,003,27/08/04/003,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Ife Ii,04,Oduduwa Square,004,27/08/04/004,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Ife Ii,04,Timorowo Square,005,27/08/04/005,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Ife Ii,04,Moslem School  Ii,006,27/08/04/006,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Ife Ii,04,Tirosogun Square,007,27/08/04/007,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Ife Ii,04,Abidagba Village,008,27/08/04/008,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Ife Ii,04,Ehinade Ilase,009,27/08/04/009,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Ife Ii,04,Square Near Mosque,010,27/08/04/010,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Ife Ii,04,Iwaya Road,011,27/08/04/011,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ijebu Ife Ii,04,"Baptist Sch. I, Oke Ife",012,27/08/04/012,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Owu,05,Aglican Pry. School Owu I,001,27/08/05/001,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Owu,05,Aglican Pry. School Owu  Ii,002,27/08/05/002,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Owu,05,Community Pry. Sch. Onipetesi,003,27/08/05/003,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Owu,05,L.G. Sch. Egbeda,004,27/08/05/004,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Owu,05,Aba Okonzin Juction,005,27/08/05/005,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Owu,05,Ang. Pry. Sch. Ii Ago Owu,006,27/08/05/006,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Owu,05,Ajepodo,007,27/08/05/007,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Owu,05,Togunmaga,008,27/08/05/008,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Owu,05,Gbamugbamu,009,27/08/05/009,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Owu,05,Abu Soro,010,27/08/05/010,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Owu,05,"Town Hall, Iloro",011,27/08/05/011,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Owu,05,Agboro Square,012,27/08/05/012,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Owu,05,Aba-Eyo Market Square,013,27/08/05/013,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Owu,05,Isiba Square,014,27/08/05/014,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Owu,05,Erinwonran Market Square,015,27/08/05/015,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Owu,05,Olomikoko Square,016,27/08/05/016,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ikija,06,Anglican Pry. Sch. Ikija,001,27/08/06/001,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ikija,06,Igomu Square,002,27/08/06/002,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ikija,06,L.G. School Isire,003,27/08/06/003,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ikija,06,"Court Hall, Ikija",004,27/08/06/004,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ikija,06,Anglican Pry. Sch. Igan Ipabi,005,27/08/06/005,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ikija,06,Odomefi Square,006,27/08/06/006,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ikija,06,Oloko Village Square,007,27/08/06/007,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Ikija,06,Imarere Square,008,27/08/06/008,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Itele,07,St. John'S Sch. Itele  I,001,27/08/07/001,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Itele,07,St. John'S Sch. Itele  Ii,002,27/08/07/002,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Itele,07,Cath. Pry. Sch. Itele,003,27/08/07/003,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
Ogun,27,Ijebu East,08,Itele,07,Itele Motor Park,004,27/08/07/004,Ogun East,Ijebu North/Ijebu East/Ogun Waterside
