State,State Code,Local Government,LGA Code,Ward,Ward Code,Polling Unit,PU Code,Full Polling Unit Code,Senatorial District,House of Representatives
Ogun,27,Abeokuta South,02,Erunbe/Oke Ijeun,08,Open Space Inf Of Omoyayi'S House,012,27/02/08/012,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Erunbe/Oke Ijeun,08,Open Space Inf Of State Hospital  I,013,27/02/08/013,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Erunbe/Oke Ijeun,08,Open Space Inf Of State Hospital  Ii,014,27/02/08/014,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Erunbe/Oke Ijeun,08,Kuti Pry. School  I,015,27/02/08/015,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Erunbe/Oke Ijeun,08,Ita Agemo Erunbe  I,016,27/02/08/016,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Erunbe/Oke Ijeun,08,Ita Agemo Erunbe  Ii,017,27/02/08/017,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Erunbe/Oke Ijeun,08,Open Space Near Chief Akande'S House,018,27/02/08/018,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Erunbe/Oke Ijeun,08,Open Space Near Chief Akande'S House,019,27/02/08/019,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Erunbe/Oke Ijeun,08,N.U.D.Pry Sch,020,27/02/08/020,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Erunbe/Oke Ijeun,08,Open Space Near Sojobi'S House,021,27/02/08/021,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Erunbe/Oke Ijeun,08,Open Space Near Lowo House Opp.,022,27/02/08/022,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Erunbe/Oke Ijeun,08,"Opp. Methodist, Pry Sch. Ilogbo",023,27/02/08/023,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Erunbe/Oke Ijeun,08,"Open Space Near White House, Oke Ijeun",024,27/02/08/024,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Erunbe/Oke Ijeun,08,"Open Space Arawa Compound, Sapon",025,27/02/08/025,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Erunbe/Oke Ijeun,08,"Open Space Near  Rosiji Junction, Okejigbo",026,27/02/08/026,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ago-Egun/Ijesa,09,Open Space Near Celestial Church Ijeun Titun,001,27/02/09/001,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ago-Egun/Ijesa,09,Opp. Ijeun Titun Mosque I,002,27/02/09/002,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ago-Egun/Ijesa,09,Open Space Near Ijeun Titun Mosque Ii,003,27/02/09/003,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ago-Egun/Ijesa,09,Open Space Inf Ekundayo'S House  I,004,27/02/09/004,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ago-Egun/Ijesa,09,Open Space Inf Ekundayo'S House  Ii,005,27/02/09/005,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ago-Egun/Ijesa,09,Open Space Near Bale'S House Ijeun-Titun  I,006,27/02/09/006,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ago-Egun/Ijesa,09,Open Space Near Bale'S House Ijeun-Titun  Ii,007,27/02/09/007,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ago-Egun/Ijesa,09,Open Space Near Ijeun Titun Lodge  I,008,27/02/09/008,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ago-Egun/Ijesa,09,Open Space Near Agunbiade'S House Ii (Opp. Ogboni House Eruwon I),009,27/02/09/009,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ago-Egun/Ijesa,09,Open Space Near Agunbiade'S House Ii (Opp. Ogboni House Eruwon Ii),010,27/02/09/010,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ago-Egun/Ijesa,09,Open Space Near Olugbemi St. Idi-Ero,011,27/02/09/011,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ago-Egun/Ijesa,09,Open Space Near Aranse Oluwa  Olorombo  I,012,27/02/09/012,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ago-Egun/Ijesa,09,Open Space Near Aranse Oluwa  Olorombo  Ii,013,27/02/09/013,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ago-Egun/Ijesa,09,Open Space Near Oduntan'S House Ago-Egun I,014,27/02/09/014,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ago-Egun/Ijesa,09,Open Space Near Baale Leme'S House,015,27/02/09/015,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ago-Egun/Ijesa,09,Open Space Near Chief Derin'S House [Ifesowapo],016,27/02/09/016,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ago-Egun/Ijesa,09,Open Space In Front Owotutu'S  House,017,27/02/09/017,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ago-Egun/Ijesa,09,Open Space In Front Leme Central Mosque,018,27/02/09/018,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ago-Egun/Ijesa,09,Open Space In Front Ewang Housing Estate,019,27/02/09/019,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ago-Egun/Ijesa,09,Opp. Ifelodun Co-Operative C.E.S (Abiola Way)[Ifesowapo],020,27/02/09/020,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ago-Egun/Ijesa,09,Booth Opp. Baba Onifa'S House Leme,021,27/02/09/021,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ago-Egun/Ijesa,09,Open Space Opp. Abeokuta South Health Center Laderin,022,27/02/09/022,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ago-Egun/Ijesa,09,Open Space Obasanjo Hill Top Gate Oke- Mosan,023,27/02/09/023,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ago-Egun/Ijesa,09,Open Space Opp. God Of Isreal Sch. Lukosi,024,27/02/09/024,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ago-Egun/Ijesa,09,Open Space Folarin Junction Beside Transformer Ijeun Lukosi,025,27/02/09/025,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ago-Egun/Ijesa,09,Social Center Lud Site V Housing Estate Ewang,026,27/02/09/026,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ago-Egun/Ijesa,09,Open Space Near Khalifa Adenekan House Ijeun Titun,027,27/02/09/027,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ago-Egun/Ijesa,09,Open Space Beside Burial Ground Ago-Egun,028,27/02/09/028,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ago-Egun/Ijesa,09,Open Space Opp. Magnus Smith Nur/Pry Sch. Ijeun Titun,029,27/02/09/029,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ago-Egun/Ijesa,09,Open Space Oremeji Street Near Egbeyemi House Ijeun Tuntun,030,27/02/09/030,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ago-Egun/Ijesa,09,Open Space Behind Baale'S House Olorombo,031,27/02/09/031,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ago-Egun/Ijesa,09,Open Space Jagun Street Ijeun Tuntun,032,27/02/09/032,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ago-Egun/Ijesa,09,Ube Pry School Surulere Leme,033,27/02/09/033,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ago-Egun/Ijesa,09,Open Space Beside Inec Ijeun Titun,034,27/02/09/034,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ago-Egun/Ijesa,09,Open Space Somefun Inside (Ijeun Titun),035,27/02/09/035,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ago-Egun/Ijesa,09,Open Space Labulo Street Ago Ijesha,036,27/02/09/036,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ago-Egun/Ijesa,09,"Open Space Sonola Street, Ijeun Titun",037,27/02/09/037,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ago-Egun/Ijesa,09,T-Junction Oyerogba Street Ewang Junction Leme,038,27/02/09/038,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Sodeke/Sale-Ijeun I,10,Opp. Sekon'S Mosq. Isale-Ijeun,001,27/02/10/001,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Sodeke/Sale-Ijeun I,10,Open Space Near Adeogun House Isale-Ijeun I,002,27/02/10/002,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Sodeke/Sale-Ijeun I,10,Open Space Near Adeogun House Isale-Ijeun Ii,003,27/02/10/003,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Sodeke/Sale-Ijeun I,10,Near Chief Dasaolu'S House Isale Ijeun,004,27/02/10/004,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Sodeke/Sale-Ijeun I,10,Open Space Near Itanlea Idiero Sodeke I,005,27/02/10/005,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Sodeke/Sale-Ijeun I,10,Open Space Near Ibi-Egun-Njo Iporo,006,27/02/10/006,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Sodeke/Sale-Ijeun I,10,Open Space Near Central Mosq. Kobiti I,007,27/02/10/007,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Sodeke/Sale-Ijeun I,10,Open Space Near Central Mosq. Kobiti Ii,008,27/02/10/008,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Sodeke/Sale-Ijeun I,10,N.U.D. Pry School Isale-Ijeun  I,009,27/02/10/009,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Sodeke/Sale-Ijeun I,10,N.U.D. Pry School Isale-Ijeun  Ii,010,27/02/10/010,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Sodeke/Sale-Ijeun Ii,11,Open Space Near Onjoko Mosq Oke-Bode  Ii,001,27/02/11/001,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Sodeke/Sale-Ijeun Ii,11,Open Space Near Oke-Itoku Mosq. I,002,27/02/11/002,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Sodeke/Sale-Ijeun Ii,11,Open Space Near Oke-Itoku Mosq. Ii,003,27/02/11/003,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Sodeke/Sale-Ijeun Ii,11,Near Ile-Ogboni Oke-Itoku,004,27/02/11/004,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Sodeke/Sale-Ijeun Ii,11,Open Space Near Ile-Ogboni Oke-Itoku  Ii,005,27/02/11/005,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Sodeke/Sale-Ijeun Ii,11,Open Space Near Town Planning  - I,006,27/02/11/006,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Sodeke/Sale-Ijeun Ii,11,Open Space Near Town Planning - Ii,007,27/02/11/007,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Sodeke/Sale-Ijeun Ii,11,Open Space Ojulakijena  I,008,27/02/11/008,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Sodeke/Sale-Ijeun Ii,11,Open Space Ojulakijena  Ii,009,27/02/11/009,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Sodeke/Sale-Ijeun Ii,11,Inf. Of O.G.B.C. Imo I,010,27/02/11/010,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Sodeke/Sale-Ijeun Ii,11,Open Space Near Obamewa'S House I,011,27/02/11/011,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Sodeke/Sale-Ijeun Ii,11,Open Space Near Kehinde'S House,012,27/02/11/012,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Sodeke/Sale-Ijeun Ii,11,St. Joseph R.C.M. Oke-Bode  I,013,27/02/11/013,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Sodeke/Sale-Ijeun Ii,11,St. Joseph R.C.M. Oke-Bode  Ii,014,27/02/11/014,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Sodeke/Sale-Ijeun Ii,11,Open Space Near Ago-Otun I,015,27/02/11/015,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Sodeke/Sale-Ijeun Ii,11,Open Space Near Ago-Otun Ii,016,27/02/11/016,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Sodeke/Sale-Ijeun Ii,11,All Saint School Kobiti,017,27/02/11/017,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Sodeke/Sale-Ijeun Ii,11,Open Space Kemta Odutolu Mosq,018,27/02/11/018,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Sodeke/Sale-Ijeun Ii,11,"Open Space Bus Stop, Bata Itoku I",019,27/02/11/019,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Sodeke/Sale-Ijeun Ii,11,"Open Space Bus Stop, Bata Itoku Ii",020,27/02/11/020,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Sodeke/Sale-Ijeun Ii,11,Open Space At Odunbaku Close,021,27/02/11/021,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Sodeke/Sale-Ijeun Ii,11,Open Space Near Akinsola'S House,022,27/02/11/022,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Sodeke/Sale-Ijeun Ii,11,Open Space Beside Itoku Mosque I,023,27/02/11/023,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Sodeke/Sale-Ijeun Ii,11,Open Space Beside Itoku Mosque Ii,024,27/02/11/024,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Sodeke/Sale-Ijeun Ii,11,Pry Sch Idi-Ape I,025,27/02/11/025,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Sodeke/Sale-Ijeun Ii,11,"Old Ile Eja, Okebode",026,27/02/11/026,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Sodeke/Sale-Ijeun Ii,11,"Open Space At Oluga Street, Okebode",027,27/02/11/027,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,Open Space Near Mrs. Kuti'S House,001,27/02/12/001,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,Open Space Near Nepa Road,002,27/02/12/002,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,Near Orunsolu'S House,003,27/02/12/003,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,Open Space Ita-Agemo I,004,27/02/12/004,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,Open Space Ita-Agemo Ii [Aro'S House],005,27/02/12/005,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,Ita Ogboni Igbein,006,27/02/12/006,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,Open Space Near Isale Igbein Mosque,007,27/02/12/007,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,Open Space Isale Igbein Mosque Ii,008,27/02/12/008,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,Cont. Education Centre [Zenith Bank],009,27/02/12/009,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,Cont. Education Centre  Ii [Imo Meth],010,27/02/12/010,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,Open Space Near Government House I,011,27/02/12/011,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,Open Space Near Government House Ii [Magistrate C],012,27/02/12/012,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,Opp. Meth Church  Imo  I,013,27/02/12/013,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,Near Ita-Ogboni Imo,014,27/02/12/014,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,Open Space Near Imo Mosque,015,27/02/12/015,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,Meth Pry School Oke-Yeke,016,27/02/12/016,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,Meth Pry School Oke-Yeke  Ii,017,27/02/12/017,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,Open Space Near Arowosafe'S House,018,27/02/12/018,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,Opp. Magistrate Court  I,019,27/02/12/019,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,Open Space Near Kuto Bus-Stop I,020,27/02/12/020,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,Open Space Near Kuto Bus-Stop Ii,021,27/02/12/021,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,St. John'S Pry. School I,022,27/02/12/022,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,Open Space Isale Oja I,023,27/02/12/023,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,Open Space Isale Oja  Ii,024,27/02/12/024,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,Open Space Infront Of Oke-Eri Church,025,27/02/12/025,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,Open Space Beside Fan Milk Kuto,026,27/02/12/026,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,Open Space At Owode Garage Igbein,027,27/02/12/027,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,Opposite Police Post Isale Oja Kuto,028,27/02/12/028,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,Open Space  At Old National Bank Imo,029,27/02/12/029,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,Open Space At Ojuolape Street Amolaso Junction Kuto,030,27/02/12/030,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,Open Space Behind  Magistrate  Court,031,27/02/12/031,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,Open Space Behind St John Sch. Surulere Isale Oja Kuto,032,27/02/12/032,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,"Open Space At Kudoro Junction, Lafaru",033,27/02/12/033,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,"Open Space At Church Street Behind Lands , Amolaso",034,27/02/12/034,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,Open Space Odofin Compund Isabo,035,27/02/12/035,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,Open Space Beside Minaret School Faito Close Amolaso,036,27/02/12/036,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,Open Space Beside Mrs Filling Station Isale Igbein,037,27/02/12/037,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,Infront Of Maternity Center Ajegunle Street Kuto,038,27/02/12/038,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,"Opposite Maria Guest House, Amolaso",039,27/02/12/039,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,Infront Of Alh Aladiye'S Mosque Araromi Isabo,040,27/02/12/040,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,"Open Space , Oke Sari'S Gate Presidential Hill Top",041,27/02/12/041,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Imo/Isabo,12,Infront Of Open University Nnpc,042,27/02/12/042,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Igbore/Ago Oba,13,St. Pauls School Igbore,001,27/02/13/001,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Igbore/Ago Oba,13,Igbore Town Hall   I,002,27/02/13/002,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Igbore/Ago Oba,13,Igbore Town Hall   Ii,003,27/02/13/003,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Igbore/Ago Oba,13,Open Space Near Laloko Compound I,004,27/02/13/004,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Igbore/Ago Oba,13,Open Space Near Laloko Compound Ii,005,27/02/13/005,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Igbore/Ago Oba,13,Open Space Near Christ African Church I,006,27/02/13/006,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Igbore/Ago Oba,13,Open Space Near Christ African Church Ii,007,27/02/13/007,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Igbore/Ago Oba,13,Open Space Near Ntabo Mosque I,008,27/02/13/008,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Igbore/Ago Oba,13,Open Space Near Ntabo Mosque Ii,009,27/02/13/009,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Igbore/Ago Oba,13,Temidire Maternity Hospital,010,27/02/13/010,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Igbore/Ago Oba,13,Open Space Near Oluwo'S Compound I,011,27/02/13/011,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Igbore/Ago Oba,13,Open Space Near Apostolic Faith Church,012,27/02/13/012,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Igbore/Ago Oba,13,"Open Space Near Ogboni'S, Itori-Oke",013,27/02/13/013,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Igbore/Ago Oba,13,Open Space Near 'Igbore Junction I,014,27/02/13/014,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Igbore/Ago Oba,13,Open Space Near 'Igbore Junction Ii,015,27/02/13/015,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Igbore/Ago Oba,13,Open Space Near Odo-Oyo Mosque I,016,27/02/13/016,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Igbore/Ago Oba,13,Open Space Near Odo-Oyo Mosque Ii,017,27/02/13/017,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Igbore/Ago Oba,13,A.L.G. Pry. School Ago-Oba,018,27/02/13/018,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Igbore/Ago Oba,13,Meth Pry. School Ogbe  I,019,27/02/13/019,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Igbore/Ago Oba,13,Meth Pry. School Ogbe  Ii,020,27/02/13/020,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Igbore/Ago Oba,13,Open Space Near Itori Odo Mosque,021,27/02/13/021,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Igbore/Ago Oba,13,Open Space Infront Of Chief Akinremi'S House (Itori-Odo),022,27/02/13/022,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Igbore/Ago Oba,13,Open Space Near Ago-Oba Central Mosque,023,27/02/13/023,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Igbore/Ago Oba,13,Open Space Ikanna Community,024,27/02/13/024,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Igbore/Ago Oba,13,"Open Space Near Akinyele Street(Temidire Maternity), Itori",025,27/02/13/025,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Igbore/Ago Oba,13,Open Space Miliki Str Ago Oba,026,27/02/13/026,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Igbore/Ago Oba,13,Open Space Oluwo Osoba Compound Ago Oba,027,27/02/13/027,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara I,14,Open Space Near Mercy Hospital,001,27/02/14/001,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara I,14,O.L.L. Primary School Onikoko,002,27/02/14/002,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara I,14,Open Space 'Saraki Ilupeju Adigbe I,003,27/02/14/003,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara I,14,Open Space Saraki Ilupeju Adigbe  Ii,004,27/02/14/004,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara I,14,Open Space Near Safari Junction,005,27/02/14/005,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara I,14,Housing Estate Pry. Sch. Onikolobo  I,006,27/02/14/006,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara I,14,Housing Estate Pry. Sch. Onikolobo  Ii,007,27/02/14/007,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara I,14,Open Space Near Bayewunmi House  I,008,27/02/14/008,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara I,14,St. Pauls Demonstration School Sodubi  I,009,27/02/14/009,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara I,14,St. Pauls Demonstration School Sodubi  Ii,010,27/02/14/010,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara I,14,Ijemo Titun High School,011,27/02/14/011,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara I,14,Open Space At Olokemeji  I,012,27/02/14/012,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara I,14,Anglican High School Ibara I,013,27/02/14/013,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara I,14,Anglican High School Ibara  Ii,014,27/02/14/014,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara I,14,Open Space Near Chief Omololu'S House,015,27/02/14/015,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara I,14,Open Space Near Saraki Bus-Stop Adigbe,016,27/02/14/016,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara I,14,Open Space Near Mercy Hospital,017,27/02/14/017,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara I,14,Open Space Near Baale'S House Olokemeji,018,27/02/14/018,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara I,14,Open Space Opp. Of Kat Star Guest Iyana Oloke,019,27/02/14/019,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara I,14,Open Space Adjcent Waec Office Onikolobo,020,27/02/14/020,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara I,14,"Open Space, Eniola Junction, Mercy Hosp. Road",021,27/02/14/021,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara I,14,T. Junction Lemomu Ayeni Close Oluwo,022,27/02/14/022,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara I,14,Paramount Villa Junction Irepodun C.D.A Oluwo,023,27/02/14/023,Ogun Central,Abeokuta South
Ogun,27,Abeokuta South,02,Ibara I,14,T-Junction Beside Transformer Atobatele Onikoko,024,27/02/14/024,Ogun Central,Abeokuta South
